458	tions particulières d’admission
459	 (voir partie 5) 
460	doit avoir été suivie 
461	Les candidates et candidats doivent satisfaire aux 
462	exigences de français
463	, si elles sont demandées (voir partie 8). 
465	Titulaires d’un diplôme secondaire supérieur étranger 
466	Le diplôme secondaire étranger doit : 
467	présenter, dans le pays qui le délivre, le degré le plus élevé 
468	d'études secondaires ou gymnasiales ; 
469	donner un accès général, dans le pays qui le délivre, aux études 
470	universitaires ; 
471	avoir été acquis au cours d'une formation non abrégée, en géné-
472	ral accomplie au sein d'une école ; 
473	porter sur les langues anciennes, les langues modernes, les ma-
474	thématiques, les sciences naturelles ou les sciences humaines et 
475	sociales ; 
476	avoir été délivré par l'État ou, éventuellement, par une institution 
477	reconnue par l'État qui l'a autorisée à délivrer ce type de diplôme ; 
478	avoir un 
479	 (voir partie 9.1). 
480	Dans certains cas, afin de garantir une meilleure équivalence, l'UNIGE 
481	peut fixer des exigences/conditions complémentaires, en plus de l'obten-
482	tion du diplôme, d’une filière spécifique du diplôme, ou du caractère de 
483	formation générale du diplôme. Ces exigences peuvent être :  
484	l’obtention d’une moyenne spécifique et/ou d'une mention. Si le 
485	diplôme de fin d’études secondaires ne comporte pas de 
486	moyenne générale obtenue après un examen final, la moyenne 
487	est calculée sur la base des notes obtenues au cours des trois 
488	dernières années d’études secondaires supérieures ;  
489	l’obtention d'une 
490	attestation d’admission
491	, dans la filière visée, 
492	d'une université reconnue par l’UNIGE (voir partie 9.5) dans le 
493	pays de délivrance du titre secondaire. Seule une attestation avec 
494	une admission pour la même année de postulation qu’à l’UNIGE 
495	est acceptée. Une attestation pour des études à distance ne peut 
496	pas être prise en compte ; 
497	la réussite de deux années d’études universitaires (120 crédits 
498	ECTS) dans une 
499	l’UNIGE (voir partie 9.3) dans un pays ayant signé ou ratifié la 
500	Convention de Lisbonne
502	la réussite de 
503	l’Examen complémentaire des hautes écoles 
504	suisses (ECUS)
505	 (voir partie 9.2) ; 
507	la réussite de l’examen de français organisé par l’UNIGE (voir 
508	partie 8). 
509	Le titre exact demandé, avec la précision de la/les filière(s) reconnue(s) 
510	ainsi que les éventuelles exigences complémentaires figurent, par pays, 
511	dans la liste ci-après. Il est entendu que le caractère de formation géné-
512	rale doit être rempli pour chaque diplôme d’études secondaires. 
513	Si les conditions d’immatriculation ci-dessus ne sont pas remplies, un pre-
514	mier diplôme universitaire obtenu dans une 
515	université et un programme 
516	reconnus
517	 par l’UNIGE (voir partie 9.3) permet l’immatriculation. Une pro-
518	cédure particulière pour les 
519	non titulaires d’un titre secondaire supérieur 
520	suisse reconnu
521	 est possible dans certains cas et selon certains critères 
522	(voir partie 1.1.4). Alternativement, un examen suisse (ou cantonal) com-
523	plet de maturité peut être passé. 
524	De manière générale, les anciens certificats de fin d’études secondaires 
525	sont évalués selon les conditions d’immatriculation actuelles. 
527	si elles sont demandées (voir partie 8). 
528	Les conditions d’admission régies par le règlement d’étude de la formation 
529	postulée doivent être remplies. Le règlement d’études est téléchargeable 
530	sur le site internet de la faculté/centre/institut de la formation envisagée. 
531	Pays 
532	Nom du diplôme 
533	Conditions complémentaires 
534	Moyenne 
535	Autres conditions 
536	Examens 
537	Afghanistan 
538	Baccalauria / 12
539	th 
540	Grade Graduation Certificate 
542	Afrique du Sud 
543	National Senior Certificate (NSC) 
544	60% (rating grade 5) 
545	Albanie 
546	Diplomë e maturës shtetërore 
547	Attestation d'admission, dans la filière visée, d’
548	une université reconnue
549	par l’UNIGE en Albanie 
550	Examen de français
551	Algérie 
552	Baccalauréat d’enseignement secondaire général (fi-
553	lières littéraires et scientifiques) 
555	Allemagne 
556	Zeugnis der allgemeinen Hochschulreife 
558	Si moyenne non obtenue : attestation d'admission, dans la filière visée, 
559	d’
560	 par l’UNIGE en Allemagne 
561	Angola 
562	er
563	 diplôme universitaire obtenu dans une 
564	université et 
565	un programme reconnus
566	Arabie Saoudite 
567	Argentine 
568	Bachiller 
570	Arménie 
571	Dès 2018 :
572	 Mijnakarg krtutyan Atestat 
573	 par l’UNIGE en Arménie 
574	Jusqu’en 2017 :
575	 Mijnakarg (Iriv) krtutyan Atestat 
576	Deux années d’études réussies (120 crédits ECTS) dans une 
577	université et un programme reconnus par l’UNIGE
578	 dans un pays ayant signé ou ratifié la 
579	. Si les deux années d’études n’ont pas été faites dans la filière visée à l’UNIGE, une attestation d’admission dans la filière visée d’une université reconnue par l’UNIGE en Arménie est exigée. 
580	Australie 
581	Australian Capital-Territory:
582	ACT Senior Secondary 
583	Certificate / 
584	New South Wales:
585	Higher School Certifi-
586	cate (HSC) / 
587	Queensland: 
588	Queensland Certificate of 
589	Education (QCE) / 
590	South Australia:
591	South Australian 
592	Certificate of Education (SACE) / 
593	Tasmania:
594	 Tasma-
595	nian Certificate of Education (TCE) / 
596	Victoria:
597	 Victorian 
598	Certificate of Education (VCE) / 
599	Western Australia: 
600	Western Australian Certificate of Education (WACE) 
601	université 
602	et un programme reconnus par l’UNIGE
603	 dans un pays ayant signé ou ra-
604	tifié la 
605	. Si les deux années d’études n’ont pas été 
606	faites dans la filière visée à l’UNIGE, une attestation d’admission dans la 
607	filière visée d’une université reconnue par l’UNIGE en Australie est exi-
608	gée. 
609	Northern Territory:
610	Northern Territory Certificate of 
611	Education and Training (NTCET) 
612	l’UNIGE en Australie 
613	Autriche 
614	Reifezeugnis einer allgemeinbildenden höheren Schule 
615	(AHS)
616	Azerbaïdjan
617	Orta tahsil haqquinda attestat
618	filière visée d’une université reconnue par l’UNIGE en Azerbaïdjan est exi-
619	gée.
620	Bahreïn 
621	Shahadat Al-Thanawaya Al-Aama (General Secondary 
622	Education Certificate) (literary track / scientific track) 
624	Bangladesh 
625	Belgique 
626	Certificat d’enseignement secondaire supérieur (CESS) 
627	Diploma van secundair onderwijs 
628	Abschlusszeugnis der Oberstufe des Sekundarunter-
629	richts
630	Bénin 
631	Baccalauréat de l’Enseignement du Second Degré (sé-
632	rie A1 lettres – langues / série A2 lettres – sciences hu-
633	maines / Série B lettres – sciences sociales / Série C 
634	sciences et techniques / Série D biologie – géologie) 
635	Bhoutan 
636	Biélorussie 
637	Atestat ab agulnaj sjarednjaj adukacyi 
638	Attestat o sredenem obrazovanii 
639	filière visée d’une université reconnue par l’UNIGE en Biélorussie est exi-
640	Bolivie 
641	Bachiller en humanidades 
643	Bosnie-et-Herzégo-
644	vine 
645	Matura 
646	Diploma 
647	o  
648	Zavrzenoj 
649	Skoli 
650	(précédemment : 
651	Svjedodzba o Zavarsenom Obrazovanju IV Stepen) 
652	Diploma o Polozenom Maturskom Ispitu 
653	Attestation d’admission, dans la filière visée, d’
654	l’UNIGE en Bosnie-et-Herzégovine 
655	Botswana 
656	Brésil 
657	Certificado de conclusão do ensino médio 
659	Bulgarie 
660	Diploma za (Zavarsheno) Sredno Obrazovanie (orien-
661	tation académique générale) 
662	l’UNIGE en Bulgarie 
664	Burkina Faso
665	Dès 2021 : 
666	Baccalauréat de l’Enseignement du Second 
667	Degré (Série C mathématiques et sciences physiques / 
668	Série D mathématiques et sciences de la nature) 
669	Avant 2021 : 
670	Baccalauréat de l’Enseignement du Se-
671	cond Degré (Série A philosophie – lettres / Série C ma-
672	thématiques et sciences physiques / Série D mathéma-
673	tiques et sciences naturelles)
675	Burundi 
676	Dès 2021 :
677	 Diplôme d’État 
678	Diplôme des Humanités Générales + Di-
679	plôme d’État 
680	Dès 2021 : 60% 
681	Avant 2021 : 60% au Di-
682	Cambodge 
683	Certificate of Upper Secondary Education
684	C ou 30/50 
685	Cameroun 
686	Système francophone :
687	 Baccalauréat de l’enseigne-
688	ment secondaire (Série A lettres-philosophie / C mathé-
689	matiques et sciences physiques / D mathématiques et 
690	sciences de la vie et terre) 
691	Système anglophone :
693	 diplôme universitaire ob-
694	tenu dans une 
695	Canada 
696	Alberta :
697	 Alberta High School Diploma comprenant 6 
698	sujets de 
699	formation générale
700	, aux grades 10, 20 et 30
701	par l’UNIGE au Canada 
702	British Columbia : 
703	British Columbia Certificate of Gra-
704	duation – Dogwood Diploma comprenant 6 sujets de 
705	, aux grades 10, 11 et 12.
706	Labrador : 
707	High School Diploma comprenant 6 sujets 
708	de 
709	, aux grades 10, 11 et 12 dont un 
710	niveau « académique » ou « avancé » avec le code de 
711	matière 3xxx en grade 12.
712	Manitoba :
713	 High School Diploma comprenant 6 sujets 
714	 aux grades 10, 11 et 12 dont un 
715	niveau « spécialisé » avec le code de matière 40S en 
716	grade 12
717	New Brunswick :
718	 High School Graduation Diploma 
719	comprenant 6 sujets indépendants de 
720	formation géné-
721	rale
722	Newfoundland :
723	comprenant 6 sujets de 
724	, aux grades 
725	10, 11 et 12 dont un niveau « académique » ou 
726	« avancé » avec le code de matière 3xxx en grade 12.
728	Canada
729	 (suite)
730	Northwest Territories :
731	 High School Graduation Di-
732	ploma comprenant 6 sujets de 
733	, aux 
734	grades 10, 20 et 30 
735	par l’UNIGE au Canada
736	Nova Scotia : 
737	High School Completion Certificate com-
738	prenant 6 sujets de 
739	, aux grades 10, 
740	11 et 12 dont un niveau « académique » ou « avancé » 
741	en grade 12.
742	Nunavut :
743	 Nunavut Senior Secondary Schoool Gradua-
744	tion Diploma comprenant 6 sujets de 
745	Ontario :
746	 Ontario Secondary School Diploma (OSSD) 
747	10, 11 et 12 dont un niveau « préparation universitaire » 
748	avec le code de matière xxx4Ux en grade 12 
749	une université recon-
750	nue
751	 par l’UNIGE au Canada 
752	Prince Edward Island :
753	 Prince Edward High School 
754	Graduation Diploma comprenant 6 sujets de 
755	formation 
756	générale
757	, aux grades 10, 11 et 12 dont un niveau « aca-
758	démique » avec le code de matière 6xx en grade 12 
759	Québec :
760	 Diplôme d’études collégiales (D.E.C.) préuni-
761	versitaire de 
762	par l’UNIGE au Canada  
763	Saskatchewan :
764	Record 
765	of 
766	Secondary 
767	Level 
768	Achievement (Transcript) for complete Grade 12 stan-
769	ding comprenant 6 sujets de 
770	grades 10, 11 et 12 
771	Yukon :
772	 British Columbia Certificate of Graduation – 
773	Dogwood Diploma comprenant 6 sujets de 
774	, aux grades 10, 11 et 12 
775	Cap-Vert 
776	Chili 
777	Chine 
778	Chypre (République 
779	de) 
780	Apolytirio Lykeio 
781	par l’UNIGE à Chypre. Attestation d'admission, dans la filière visée, 
782	 par l’UNIGE en République de Chypre 
784	Chypre (Nord) 
785	Lise diplomasi 
786	univer-
787	sité et un programme reconnus par l’UNIGE
788	 dans un pays ayant signé 
789	ou ratifié la 
790	. Si les deux années d’études 
791	n’ont pas été faites dans la filière visée à l’UNIGE, une attestation 
792	d’admission dans la filière visée d’une université reconnue par 
793	l’UNIGE à Chypre Nord est exigée
794	Colombie
795	université et un 
796	programme reconnus
797	Congo 
798	(République 
799	démocratique du) 
800	Diplôme d’État d’Études Secondaires du Cycle Long (sections scientifique, littéraire ou pédagogique) 
802	du – Brazzaville) 
803	Baccalauréat de l’Enseignement du Second Degré 
804	Baccalauréat général 
805	Corée du Nord 
806	Corée du Sud 
807	High School Certificate of Graduation 
808	C (Mi) 
809	par l’UNIGE en Corée du Sud 
810	Costa Rica 
811	Côte d’Ivoire 
812	Diplôme du Bachelier de l’Enseignement du Second De-
813	gré 
814	Croatie 
815	Svjedodžba o državnoj maturi 
816	 par l’UNIGE en Croatie 
817	Cuba 
818	Bachiller, Ciencias y Letras 
819	Bachiller, nivel medio superior de la Educación General Politécnica Laboral + Certificación de Estudios Terminado 
820	Danemark 
821	Bevis for Studentereksamen (stx) 
822	 par l’UNIGE au Danemark 
823	Djibouti 
824	Bacclauréat général de l’enseignement secondaire, série 
825	Scientifique 
826	Égypte 
827	Thanaweya a’Amma (General Secondary Education Cer-
828	tificate GSEC) 
829	El Salvador 
830	Émirats arabes unis 
831	Shahadat Al-Thanaweya Al-Amma (Secondary School 
832	Leaving Certificate - General) 
833	Équateur 
834	Bachillerato General Unificado (Bachillerato en Ciencias) 
837	Érythrée 
838	Espagne
839	Bachillerato (Modalidad de Ciencias) 
840	NB : Pour la Faculté de traduction et d’interprétation, 
841	voir partie 4.2
842	l’UNIGE en Espagne est exigée.
843	Estonie 
844	Gümnaasiumi lõputunnistus + Riigieksamitunnistus 
845	par l’UNIGE en Estonie 
846	Eswatini 
847	États-Unis d’Amé-
848	rique 
849	High School Diploma avec 6 Advanced Placement (AP) 
850	Ne sont notamment pas reconnus : Art and Design pro-
851	gram, Art History, Environmental Science, Music 
852	Theory, Psychology, Statistics, Studio Art, Comp. Gov-
853	ernment and Politics, US Government and Politics. 
854	Note 
855	minimum 
856	pour 
857	chaque AP Exams : 3 
858	Éthiopie 
859	Finlande
860	Lukion Päättötodistus + Ylioppilastutkintotodistus (Cer-
861	tificat de fin d’études gymnasiales + Matriculation Exa-
862	mination Certificate) de 
863	 avec au 
864	moins 20 points de crédit en mathématiques, 14 points 
865	de crédit pour chacune en langues et au moins 10 
866	points de crédit dans chaque autre matière 
867	par l’UNIGE en Finlande 
868	France 
869	Baccalauréat général de 
870	spécialité mathématiques en première et spécia-
871	lité mathématiques ou option mathématique com-
872	plémentaire en terminale 
873	spécialité sciences de la vie et de la Terre ou phy-
874	sique-chimie en première et en terminale 
875	Baccalauréat général des séries L, S, ES 
876	Lorsque la moyenne exigée n’est pas atteinte, elle peut 
877	être compensée par deux années d’études (obtention 
878	de L2 – 120 crédits ECTS dans une 
879	tifié la Convention de Lisbonne) 
881	Gabon 
882	Diplôme de Bachelier de l’Enseignement du Second 
883	Degré/Baccalauréat (Série A, B, C et D)
884	Gambie 
885	West African Senior School Certificate   
886	Senior Secondary School Certificate 
887	(West African Examinations Council)  
888	B3 pour chaque branche 
889	Géorgie 
890	Sruli zogadi ganatlebis atestati 
891	par l’UNIGE en Géorgie 
892	Ghana 
893	West African Senior School Certificate Examination 
894	(WASSCE) 
895	3 pour chaque branches 
896	Grèce 
897	Apolytirio Genikoy Lykeioy 
898	par l’UNIGE en Grèce 
899	Guatemala 
900	Guinée 
901	Baccalauréat unique 
902	Haïti 
903	Diplôme d’études secondaires, baccalauréat unique, 
904	séries Sciences de la Vie et de la Terre (SVT) / 
905	Sciences Mathématiques et Physiques (SMP) / 
906	Sciences Économiques et Sociales (SES) Littéraire, 
907	Lettres et Arts (LLA) 
908	Honduras 
909	Hong Kong 
910	Hong Kong Diploma of Secondary Education (HKDSE) 
911	3 pour chaque branche 
912	(ou C pour une langue 
913	choisie dans la catégorie 
914	C) 
915	par l’UNIGE à Hong Kong 
916	Hongrie 
917	Gimnáziumi érettségi bizonyítvány 
918	par l’UNIGE en Hongrie 
919	Inde 
920	Indonésie 
921	Irak 
923	Iran 
924	Dès 2019 : 
925	 Diplom Metevaseth theoretical branch 
926	(mathematics and physics/experimental sciences)  
927	Avant 2019 :
928	 Diplom Metevaseth, theoretical branch 
929	(mathematics and physics/experimental sciences) + 
930	Pre-University Certificate 
931	12/20 (General Average) 
932	Irlande 
933	Leaving Certificate (Ardteistiméireacht) comprenant au 
934	moins 6 sujets de 
935	 dont 3 Higher Le-
936	vel (dont un Higher Level en mathématiques, biologie, 
937	chimie ou physique) 
938	H5/O5 pour chaque sujet 
939	 dans un pays ayant si-
940	gné ou ratifié la 
941	. Si les deux années 
942	d’études n’ont pas été faites dans la filière visée à l’UNIGE, une at-
943	testation d’admission dans la filière visée d’une université reconnue 
944	par l’UNIGE en Irlande est exigée. 
945	Islande 
946	Studentsprof 
947	 par l’UNIGE en Islande 
948	Israël 
949	Teudat Bagrut (publié par le Ministère de l’Éducation) 
950	 par l’UNIGE en Israël 
951	Italie 
952	Diploma di istruzione secondaria superiore del Liceo 
953	classico, Liceo linguistico, Liceo scientifico, Liceo 
954	scientifico (opzione scienze applicate), Liceo delle 
955	scienze umane, Liceo delle scienze umane (opzione 
956	economico-sociale) 
957	Jamaïque 
958	Japon 
959	Koto Gakko Sotsugyo Shomeil-sho (general course) 
961	par l’UNIGE au Japon 
962	Jordanie 
963	Kazakhstan 
964	Orta bilim turaly attestat 
965	par l’UNIGE au Kazakhstan est exigée. 
966	Kenya 
967	Kenya Certificate of Secondary Education (KCSE) 
969	Kirghizistan 
970	Dschalpi orto bilim dschönündö attestat 
971	Attestat o srednem obscem obrazovani 
972	l’UNIGE au Kirghizistan est exigée. 
974	Kosovo 
975	Diplomë për kryerjen e shkollës së mesme të lartë-
976	gjimnazit  
977	Diploma o zavrsenoj visoj srednjoj skoli-gimaziji 
978	par l’UNIGE au Kosovo 
979	Koweït 
980	Laos 
981	Lesotho 
982	Lettonie 
983	Atestāts par vispārējo vidējo izglītību 
984	par l’UNIGE en Lettonie 
985	Liban 
986	Baccalauréat libanais  
987	Liberia 
988	Libye 
989	Lichtenstein 
990	Liechtensteinischer Maturitätausweis  
991	Lituanie 
992	Brandos Atestatas  
993	par l’UNIGE en Lituanie est exigée. 
994	Luxembourg 
995	Diplôme de fin d’études secondaires classiques  
996	Macao 
997	Macédoine du Nord 
998	Diploma za polozena drzavna maturo = Diplomë për 
999	dhënien e maturës shtetërore (4 ans)  
1000	 par l’UNIGE en Macédoine du Nord 
1001	Madagascar 
1002	Baccalauréat de l’Enseignement Secondaire (série A 
1003	philosophie – lettres / Série C mathématiques et 
1004	sciences physiques / Série D mathématiques et 
1005	sciences naturelles)  
1006	Malaisie 
1007	Malawi 
1009	Mali 
1010	Malte 
1011	Matriculation Certificate   
1012	par l’UNIGE à Malte est exigée. 
1013	Maroc 
1014	Baccalauréat 
1015	(séries 
1016	sciences 
1017	expérimentales 
1019	sciences mathématiques / lettres)  
1020	Mauritanie 
1021	Mexique 
