1904	para entrada na Suíça por mais de 90 dias segundo as
1905	prescrições da
1906	Confederação
1908	31 de julho de 2026
1909	para as candidatas e os candidatos que:
1910	estão cursando estudos no semestre de primavera em curso
1911	na Escola Politécnica Federal de Lausanne, na
1912	Universidade de Lausanne ou na Universidade de Neuchâtel no
1913	momento do pedido de matrícula na UNIGE, exceto se
1914	sujeitos ao ECUS (nesse caso, prazo fixado em 28 de
1915	fevereiro). Após o prazo de 30 de abril, um pedido de código
1916	de acesso deve ser apresentado na plataforma
1918	Prazo específico
1919	30 de abril de 2026
1920	para todas as candidatas e todos os candidatos ao
1921	Bacharelado
1922	universitário em teologia a distância
1923	Prazo para procedimentos específicos
1924	15 de fevereiro de 2026
1925	 para a inscrição nos estudos de medicina junto
1926	à swissuniversities (
1927	ver parte 6.2.1)
1931	Semestre de primavera 2027
1932	A campanha de matrícula começa em 15 de setembro de 2026. Apenas o
1933	Bacharelado universitário em teologia a distância está aberto no semestre
1934	de primavera (
1935	ver parte 10
1936	). O prazo de envio da candidatura é fixado
1937	em:
1938	30 de novembro de 2026
1939	, desde que a candidata ou o candidato
1940	não esteja sujeito ao Exame complementar das universidades
1941	suíças – ECUS. Nesse caso, uma candidatura é possível
1942	unicamente no semestre de outono.
1945	Para os mestrados universitários, complementos de estudos e
1946	certificados complementares
1948	e as candidatas devem efetuar seu pedido de matrícula e seguir
1949	os
1950	procedimentos específicos
1951	 (ver parte 6), se exigidos, dentro dos prazos
1952	estabelecidos listados a seguir. Atenção: algumas formações têm prazos
1953	específicos, também listados a seguir.
1954	não são titulares de um bacharelado universitário
1955	de uma
1956	escola superior suíça reconhecida ou credenciada
1958	; ou
1960	são titulares de um bacharelado universitário suíço; e
1965	Prazos específicos
1966	28 de fevereiro de 2026 para o
1967	Mestrado universitário em neurociências
1968	Mestrado universitário em neurociências
1969	 para todos os mestrados universitários e todos os
1970	Faculdade de Economia e Gestão
1971	28 de fevereiro de 2026
1972	para todos os mestrados universitários e o
1973	Certificado
1974	complementar em estatística aplicada
1975	 para o
1976	Certificado complementar em
1977	psicolinguística
1978	 para o
1979	Mestrado universitário em
1980	neurociências
1981	para o
1982	Mestrado universitário em ciências e
1983	tecnologias da aprendizagem e da formação (MALTT)
1985	 de setembro a 12 de outubro de 2025
1986	Mestrado
1987	universitário em interpretação de conferência
1988	para o
1989	 Certificado complementar em
1990	tradução
1991	Mestrado universitário em tradução
1993	 para todos os mestrados universitários
1994	Instituto de formação de docentes
1995	De 6 de outubro a 3 de novembro de 2025
1996	 para todos os programas
1997	de estudos a seguir:
1998	Mestrado universitário em ensino secundário
2000	Mestrado universitário bidisciplinar em
2001	ensino secundário (MASE2)
2002	Mestrado universitário em ensino
2003	especializado (MESP)
2004	Instituto de Ciências do Meio Ambiente
2005	Mestrado universitário em ciências do
2006	meio ambiente
2007	Prazos para procedimentos específicos
2008	15 de fevereiro de 2026
2009	a inscrição nos estudos de medicina junto
2010	à swissuniversities
2011	 (ver parte 6.2.2).
2012	 para a
2013	inscrição no
2014	Certificado
2015	complementar ou no MAS de estudos ecumênicos
2016	 (ver parte 6.7.1)
2017	Certificado
2018	complementar de formação de base em teologia a
2019	distância
2022	A campanha de matrícula começa em 15 de setembro de 2026 para as
2023	formações oferecidas no semestre de primavera
2024	 (ver parte 10). As
2025	candidatas e os candidatos devem efetuar seu pedido de matrícula
2026	dentro dos prazos estabelecidos listados a seguir:
2027	30 de setembro de 2026
2028	 para as candidatas e os candidatos que, de acordo
2029	com a nacionalidade, estão sujeitos a um visto para entrada na Suíça por mais
2030	de 90 dias segundo as
2031	prescrições da Confederação
2033	 e
2034	independentemente do domicílio atual (exceto autorização de residência na Suíça
2035	válida além de 30 de novembro).
2036	a nacionalidade não estão sujeitos a um visto para entrada na Suíça
2037	por mais de 90 dias segundo as
2041	Para os doutorados
2042	Em geral, as inscrições em doutorado são possíveis durante todo o ano.
2043	Informar-se junto à faculdade pretendida para tomar conhecimento das
2044	particularidades por faculdade (p. ex., a Faculdade de Economia e Gestão
2045	pode ter
2046	prazos específicos conforme o doutorado pretendido
2049	Para os certificados de especialização
2051	28 de fevereiro de 2026:
2052	 Pedido de matrícula de todo(a)
2053	candidato(a) que, de acordo com sua nacionalidade, está sujeito(a) a um visto para entrada
2054	prescrições da
2055	Confederação
2057	 e independentemente do domicílio atual (exceto autorização
2058	de residência na Suíça válida além de 30 de abril, caso em que o prazo
2059	de 30 de abril se aplica).
2060	30 de abril de 2026:
2061	Pedido de matrícula de todo(a) candidato(a) que,
2062	de acordo com sua nacionalidade, não está sujeito(a) a um visto para entrada
2064	, ou que seja titular de uma autorização de residência na Suíça
2065	válida além de 30 de abril.
2066	Instituto universitário de formação de docentes
2067	De
2068	6 de outubro a 3 de novembro de 2025
2069	 para
2070	apresentar o pedido
2071	de matrícula
2072	 (ver parte 5) para o
2073	Certificado de especialização
2074	em didática de uma disciplina adicional de
2075	ensino
2076	a nacionalidade, estão sujeitos a um visto para entrada na Suíça por
2077	mais de 90 dias segundo as
2079	independentemente do domicílio atual (exceto autorização de residência na
2080	Suíça válida além de 30 de novembro).
2081	 de acordo com a nacionalidade não estão sujeitos
2082	a um visto para entrada na Suíça por mais de 90 dias segundo as
2086	Faculdade de Ciências
2087	15 de setembro de 2026
2088	 para a inscrição no
2089	Certificado de
2090	especialização em avaliação e gestão de riscos geológicos e
2091	riscos relacionados ao clima – CERG-C
2092	junto à Faculdade
2095	Para os mestrados universitários de estudos avançados
2098	na Suíça por mais de 90 dias segundo
2099	as prescrições da Confederação
2102	candidatas e os candidatos devem efetuar seu pedido de matrícula dentro
2103	dos prazos estabelecidos listados a seguir:
2107	As candidaturas para o
2108	Mestrado universitário de estudos
2109	avançados em medicina clínica
2110	 e o
2111	Mestrado universitário
2112	de estudos avançados em medicina dentária são possíveis
2113	durante todo o ano
2116	Exigências de francês
2117	Para estudar na UNIGE, boas competências em francês (nível B2
2118	do
2119	Quadro Europeu Comum de Referência para as Línguas – QECR
2122	) são, em princípio, exigidas, salvo exceções especificadas neste documento.
2123	A candidata ou o candidato que não possua essas competências ou
